startedAt,vendor,model,osversion,installationId,imsi,unknown,subscriber.mcc,subscriber.mnc,subscriber.operator,network.mcc,network.mnc,network.operator,latency,downlink,uplink,latitude,longitude,privateIP,publicIP,measurementServer,radiotech,signal,strength,area_code,cellID,GSM,RSSI,GSM_BER,GSM_receive_power,WDCMA_ASU,WCDMA_receive_power,LTE_ASU,LTE_RSRP,LTE_CQI_LTE_RSPQ
2017-01-07 11:49:16,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,110,6846,668,51.8063936709,10.4567169026,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 10:45:32,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,176,10284,839,51.8065457605,10.4566584807,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 09:30:31,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,107,6954,839,51.8065265241,10.4569805134,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 08:17:50,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,61,10287,837,51.8065471435,10.4567977041,192.168.0.100,79.193.23.47,54.78.38.85,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 07:17:45,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,51,10298,839,51.8065868738,10.4566892423,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 06:03:05,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,49,10282,839,51.8068995188,10.4563499428,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 05:03:05,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,63,10282,762,51.8066014583,10.4565894138,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 03:47:49,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,48,10284,821,51.8067045557,10.4564599134,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 02:32:54,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,48,10201,839,51.8068235368,10.4567547049,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
2017-01-07 01:22:52,Apple,iPhone7.2,-,05640496F6714C57A9C4A9C76C9218ED,-,1.1427994206991E+020,262,2,Vodafone,262,2,Vodafone,56,10284,839,51.8065281585,10.4567957763,192.168.0.100,79.193.23.47,54.216.74.160,0,-,null,null,-,-,-,-,-,-,-,-,-,-
